,,,,,,,,,,,,,,,,,,,,,
ID Weekly,Status,Type,Department,PIC,Onething,Plan Detail,Result,Pending,Deadline,Comment,Link,Win,Red Flag,Top 5 Things,Label,History,Updated Date,Created Date,Week,Month,Year
549FA3BF,3. Completed,Report,,NGUYỄN THẢO NGỌC - 0354853660,,,,,,,,Các lớp học đều đang theo đúng tiến độ và lesson plan đề ra.,"Chế độ ghi nhận điểm số theo từng tháng phát huy hiệu quả tốt trong việc khuyến khích bạn trong lớp hăng hái phát biểu ý kiến và tạo sự cạnh tranh, tuy nhiên nó cũng là con dao hai lưỡi khi nhiều bạn quá đặt nặng vấn đề lấy điểm mà gây ra sự ganh đua theo hướng tiêu cực trong lớp TEEN2.SSE.HĐ. Em giải thích cho các bạn hiểu vấn đề và có những hành động nhằm giảm thiểu sự ganh đua quá đà này (chia nhóm để lấy điểm, một số hoạt động yêu cầu cả lớp cùng trả lời và không lấy điểm cá nhân)","1. Lớp PET.SSM.HĐ: Lớp nắm khá tốt và quen thuộc với lưu trình kiểm tra Speaking trong bài Test, có sự chuẩn bị bài khá đầy đủ. Các bạn Lucky, Nina, Sakura đạt điểm tốt, giữ phong độ điểm số ổn định, Katie và Peter dù chưa đạt 80% điểm số những cũng đã có tiến bộ hơn so với bài trước.
2. Lớp TEEN2.SSE.HĐ: Các bạn có tinh thần học tập tốt và hăng hái hoạt động, một số bạn nổi bật luôn xung phong trả lời câu hỏi và đạt được nhiều điểm thưởng, tuy nhiên em cũng cân đối điểm số và cố gắng khuyến khích các bạn ít giơ tay trả lời câu hỏi và hỗ trợ thêm để các bạn có điểm cộng. Ngoài ra, trong lớp cũng tồn tại một số những sự phân biệt nhỏ giữa các bạn với nhau, tuy nhiên em cố gắng cân bằng và giải thích cho các bạn để tình hình không quá nghiêm trọng và hy vọng lớp vẫn giữ được sự đoàn kết vốn có.
3. Lớp TEEN3.WFE.HĐ: Lớp đi học đầy đủ, đa số các bạn đều tự giác hoàn thành bài tập về nhà. Tuần này Simon đã có sự tập trung hơn, không cần phải nhắc nhở tác phong trong lớp nhiều nữa, Donan hơi lơ mơ trong bài học, đã nhắc nhở và tiếp tục theo dõi bạn. Tiffany vẫn còn đi học trễ.",2026 - 05 - 2,,,11/05/2026 15:30:00,2,05,2026
BD68FEA9,3. Completed,Report,,PHAN TRẦN KHÔI - 0922263337,,,,,,,,Các lớp Junior và Kid lên level mới có tỉ lệ đăng ký lên lớp cao và feed back của PH và HS rất tích cực. Điều này cho thấy những nâng cấp về các bộ phận của Potato đã và đang đi đúng hướng,Vấn đề các lớp luyện thi vẫn là một thử thách. Các bạn top khá giỏi theo bài tốt nhưng các bạn  trung bình khá còn bị yếu kỹ năng đọc hiểu bài và từ vựng. Giải pháp: anh sẽ tổ chức thêm lớp ôn tập hè đặc biệt dành cho các bạn yếu và sáng các ngày trong tuần.,"1. Tuần vừa rồi các bạn HS có kỳ thi HK2 nên cũng có xao nhãng việc làm bài tâp. Các bạn sẽ làm tốt hơn vào tuần sau. 

2. Monthly report co HS làm đúng tiến độ và đầy đủ hơn tháng trước. HS cũng có feedback tốt và chú tâm hơn điểm số tại lớp. 

3. Mùa hè sắp đến và Potato sẽ có những sự kiên hè và team building. Anh mong chờ những điều thú vị và thành công trong giai đoạn sắp tới. 

4. Giai đoạn hè thì PH và HS sẽ có nhiều thay đổi về lịch và thời khoá biểu. Anh cũng có những dự tính và kịch bản cho các hoạt động về nhà thêm sinh động với các khối lớp.",2026 - 05 - 2,,,11/05/2026 16:29:00,2,05,2026
18FD7259,2. Processing,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Fees,NQJ5TTEKHO260320 : Bùi Tuệ Lâm (Pending),,,16/05/2026,,,,,,Fees,"
Mr. Đạt - Processing (19/05/26-08:08)",,12/05/2026 16:11:00,2,05,2026
13479F64,1. New,Task,,PHAN MINH TRÍ - 0932709067,Class,"- Khi Class Completed, các bước tiếp theo :
1. Gửi PH Score
2. Gọi PH thông báo & chốt những nội dung gì ?
- Trình tự các bước",,,19/05/2026,,,,,,Class,,,12/05/2026 16:26:00,3,05,2026
F306F46F,3. Completed,Task,,VÕ THỊ ANH ĐÀO - 0937229086,Teaching Material,Khôi tạo playbook cho Cambridge Exam,Đã tạo,cần các bạn gv bổ sung nội dung từ cuộc họp,14/05/2026,,,,,,Teaching Material,"
Ms. Đào - Completed (18/05/26-21:58)",,13/05/2026 15:20:00,3,05,2026
4133CB60,3. Completed,Report,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,,,,,,,,"Tuần này, toàn bộ quy trình từ họp thống nhất nội dung, chuẩn bị vật tư ban đầu cho đến việc gửi thông báo ngoại khóa đến các lớp từ KID đến TEEN 1 đã được triển khai đúng tiến độ.","Consultant (Register OP): Việc tạo lịch trực thủ công từng ngày hoặc sử dụng nút Copy (+7) hiện tại vẫn tốn nhiều thời gian và chưa tối ưu. Em đề xuất hệ thống lịch trực được tạo tự động cho tất cả các tháng, khi đó chúng ta chỉ cần vào điều chỉnh đúng tên tư vấn viên phụ trách ca. Theo em, điều này giúp quản lý nhân sự hiệu quả và chính xác hơn.","1. Summer Activities Execution: Trong tuần, các bộ phận đã họp và thống nhất xong toàn bộ khung hoạt động cho ngày ngoại khóa sắp tới. Các vật dụng cần thiết cơ bản đã chuẩn bị xong, tuần tới bộ phận Operation sẽ dành thời gian tập trung cho khâu trang trí và thiết kế chi tiết.
2. Summer Course Communication: Em đã hoàn thiện thông báo và form đăng ký; các bạn tư vấn viên trực ca cũng đã gửi thông tin đầy đủ đến phụ huynh các lớp từ khối KID đến TEEN 1 để bắt đầu tổng hợp danh sách học sinh tham gia.
3. Staff & Booth Preparation: Hiện tại các leader cho từng nhóm đã được chọn. Phần việc còn lại là quản lí gian hàng từ khâu chuẩn bị nguyên liệu, trang trí quầy cho đến thiết kế banner.
4.End-of-Course Management:Trong tuần, em sẽ chuẩn bị sẵn thông báo kết khóa, nội dung kiểm tra (test) và thông tin lộ trình khóa học mới cho các lớp Junior 2 và Junior 4 sắp hoàn thành chương trình tại chi nhánh Hưng Định để gửi đến phụ huynh kịp thời.
5. Summer Break Planning: Em sẽ trao đổi trực tiếp với Founder (Ms. Đào) để chốt thời gian nghỉ hè của trung tâm, sau đó tạo thông báo gửi đến toàn thể phụ huynh trong tuần tới.",2026 - 05 - 3,,,18/05/2026 08:34:00,3,05,2026
1680614E,3. Completed,Report,,NGUYỄN HUY ĐỨC DUY - 0772977462,,,,,,,,"Định hình lại mục tiêu cho lớp T7-CN. Sau buổi trò chuyện thẳng thắn, các bạn đã quyết tâm hơn và chốt sẽ thi vào tháng 8 tới. Ngoài ra, kỹ năng Writing của David, Serein và Jeff cũng ghi nhận sự cải thiện.","Sư thiếu kỷ luật về làm Homework:
- Lớp T4T6: 3/4 học viên chưa gửi recording speaking.
- Lớp T3T5: 2 bạn chưa học từ vựng cũ đã giao.
- Lớp T7-CN: Bean và Andy vẫn chưa tiến bộ rõ rệt do lười ôn tập và chưa thực sự chú trọng vào việc học IELTS.","Task 2 Body Completion (Lớp T4-T6): Các bạn quay lại với Writing Task 2, đã hiểu form dạng bài Agree-Disagree và hoàn thiện tốt cả Body 1 và Body 2 ngay tại lớp theo gợi ý. Vốn từ vựng Academic cũng đã quen thuộc hơn.

Speaking Test & Idea Brainstorming (Lớp T3-T5): Lớp đã hoàn thành buổi Speaking test và chuyển sang thực hành brainstorm ý tưởng cho chủ đề mới (Advertising).

Form Discipline (Lớp T7-CN): Khi tiếp cận chủ đề khó trong buổi Chủ nhật (Crime and technology prevention), các bạn đã có tính kỷ luật hơn: viết đúng theo form cho trước, không còn tình trạng tự ý sáng tạo hay viết sai cấu trúc.

August Exam Target: Việc chốt mốc thi tháng 8 cho lớp T7-CN sẽ là cơ sở để em ép cường độ bài tập và tăng tốc lộ trình trong giai đoạn tới.

Strict Review: Em sẽ siết lại việc kiểm tra bài tập và từ vựng đầu giờ của hai lớp T4-T6 và T3-T5 để chấn chỉnh lại nề nếp học tập.

Next step: Gửi kết quả bài thi Speaking của lớp T3-T5 và theo sát bài tập viết Task 2 của lớp T4-T6.",2026 - 05 - 3,,,18/05/2026 10:41:00,3,05,2026
01B31691,3. Completed,Report,,PHƯƠNG KHANH - 0945498047,,,,,,,,"Đã nâng cấp lộ trình MOVERS -> Có thể update lên app. Đã phổ biến stories spark với GV, bắt đầu áp dụng và theo dõi","Dành thời gian chuẩn bị ngoại khoá và kiểm tra học sinh, chưa sắp xếp xong teaching materials. Hôm nay em sẽ xếp xong teens và kid. Tuần này em sẽ xếp tiếp junior và junior+ ạ","1. chuẩn bị cho ngoại khoá: kịch bản, kịch bản mc, dụng cụ cho phần trò chơi
2. Hoàn tất các task còn dan dở của Week 1,2 tháng 5: lộ trình TEEN 4+, sắp xếp materials
3. Lên tasks phân công cho thực tập hỗ trợ ngoại khoá và công việc học vụ
4. Nhập điểm kiểm tra J6+
5. Theo dõi master class và tiến độ Stories Spark",2026 - 05 - 3,,,18/05/2026 14:38:00,3,05,2026
FCB20D8F,3. Completed,Report,,VÕ THỊ ANH ĐÀO - 0937229086,,,,,,,,"1. Dự giờ lớp KETWFE - Khôi, Kid3WFE -Khanh, Đạt PETSSA. 
2. Phỏng vấn, Trao đổi với Trúc về công việc tư vấn ( hướng dẫn 1 số bước tại HĐ, hỏi về nguyện vọng)
3. Training Đạt Reading part 4 KET và chốt nội dung của Ngoại khoá, làm thông báo, chốt tên nhóm, vật dụng cần chuẩn bị
4. Duyên, Đoan đăng ký training lớp Story Spark
5. Khôi đã có danh mục để nhập nội dung Playbook","1. Các Gv chưa gửi video lớp dạy.
2. Bảng hiệu và quảng cáo - thợ bận chưa gắn và sửa đèn - hẹn đến cuối tuần này 23-24/5
3. Các hoạt động cần phải chuẩn bị trong tuần vì tuần sau giáo viên nghỉ.","1. Hoạt động ngoại khoá còn hơi đơn điệu, cần tạo thêm không khí và điểm nhấn
2. Lên lịch 1 ngày tại TT để chuẩn bị ngoại khoá
3. Nội dung playbook và rà soát lớp học
4. Chuẩn bị lương vì NV nghỉ hè sớm - nên có lương trước ngày đi chơi
5. Chốt kế hoạch Marketing , nội dung bảng hiệu, xe cộ - thời gian đi Đà Lạt ( Trí)",2026 - 05 - 3,,,18/05/2026 16:53:00,3,05,2026
6855D0D8,3. Completed,Report,,PHAN TRẦN KHÔI - 0922263337,,,,,,,,"Anh thấy các lớp anh đang phụ trách mặc dù vẫn còn vấn đề còn tồn đọng nhưng cách học của học sinh và độ hiệu quả trong việc tiếp thu bài cũng như ý thức làm bài tập về nhà, đã có tiến bộ rõ rệt hơn.",Các lớp teen có vấn đề về khả năng speaking và phát âm chưa tốt. Anh đã soạn ra những bài  tập luyện giọng và có thang điểm đánh giá sự tiến bộ qua mỗi video luyện giọng các bạn gửi.,"1. Tuần vừa rồi các HS bận thi nên xao nhãng việc  làm bài tập. Tuần này các bạn sẽ ổn định việc luyện tập lại.

2. Playbook for KET đã có khung sườn chuẩn và chờ các GV góp ideas để hoàn thiện phần REading và writing trong tuần này. Với sự tham gia chỉnh sửa của các GV thì Playbook này sẽ mang tính ứng dụng cao và đóng góp vào hiệu quả chung của các lớp luyện thi KET

3. Hè sắp đến thì sẽ có biến động trong tâm lý học viên và sĩ số lớp. Các GV cần phải thật tập trung và mang đến nhiều năng lượng tích cực hơn cho các bạn HS để sau kì nghỉ 1 tuần sẽ quay lại học thật tốt",2026 - 05 - 3,,,18/05/2026 20:56:00,3,05,2026
2C979EE7,3. Completed,Report,,TRẦN KHÁNH DUYÊN - 0784275527,,,,,,,,Hoạt động ngoại khoá được nhiều bạn lớp Juniors hưởng ứng,"Kỹ năng speaking của các bạn cần được cải thiện hơn, nói câu dài với nhiều ý tưởng nói hơn.","- Các bạn tham gia lớp học đầy đủ
- Chuẩn bị thêm học cụ cho Story Spark
- Các bạn có tinh thần học tốt
- Hoạt động ngoại khoá cho các bạn nhỏ
- Có điều chỉnh lộ trình lại cho Movers",2026 - 05 - 3,,,18/05/2026 23:09:00,3,05,2026
11851F72,3. Completed,Report,,TRẦN KHÁNH ĐOAN - 0901652907,,,,,,,,Lớp Kid đạt được kết quả kiểm tra các bạn đạt được đúng lộ trình,Bị chậm kết quả kiểm tra lớp Kid,"1. Maintaining a good pace in kids' classes:
Em giữ được nhịp độ lớp kid tốt, đảm bảo các hoạt động diễn ra trôi chảy và học sinh theo kịp bài học.
2. Good test results: Kết quả kiếm tra của học sinh khá tốt, cho thấy các em hiếu và năm được nội dung bài học.
3. Students' improvement: Học sinh có sự tiến bộ rõ ràng trong quá trình học.
4. Better lesson preparation: Em chuấn bị bài kỹ hơn trước khi dạy để bài học hiệu quả và rõ ràng hơn.
5. Teaching Story Spark: Dạy cho lớp Junior 2.",2026 - 05 - 1,,,19/05/2026 00:11:00,1,05,2026
378EBB3A,3. Completed,Report,,NGUYỄN NGỌC BẢO TRÂN - 0868012474,,,,,,,,Dạ điều mà tự hào nhất trong tuần vừa qua đó là: sau buổi chân thương thì công việc em vẫn bắt kịp và không bin miss bất cứ thông tin gì ạ,"Dạ tuần này thì red flag của em  lag lúc trước lesson update em vẫn còn xem được ai, nay mục đó trên app em không còn thấy và thay vào đó là action, thì em sẽ không gửi lesson update để phụ huynh theo dõi được ạ.","- KIDS 2 thứ 3 sẽ có bé Nhọc Thiện- em bé Ngọc Thành đến trải nghiệm, thông tin đã được nhập lên app và thông báo với giáo viên
- Hoạt động ngoại khoá vẫn còn khá ít các bé tham gia, mong là số lượng sẽ tăng thêm ạ
- các công đoạn chuẩn bị cho ngoại khoá em đang được chị Duyên và chị Khanh phân công
- Dạ anh Trí ơi, hôm trước em có thấy mục Task bên các thầy cô không biết là anh có thêm vào cho bên operation, anh Đạt có thể giao ở đấy và tụi em có thể thực hiện lại ạ
- dạ về giờ đi làm vào thứ 7 và chủ nhật của em sẽ cố đinh là 14h30 - 19h30 ạ, do lớp Ket đã chuyển thứ 7 sang học chiều từ 15h ạ.
Dạ em xin cảm ơn anh đã theo dõi, do em có công việc cần làm nên xin phép anh gửi mail trễ ạ.
-",2026 - 05 - 3,,,19/05/2026 00:33:00,3,05,2026
837A36B6,2. Processing,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Score,Cambridge report,,"HĐ (Kid 2 - 12/5), NQ (Pre-IELTS 2, J6+ (13/5), Teen 1 (3/5), Teen 2+ (9/5), IELTS Exam)",24/05/2026,,,,,,Score,"Mr. Đạt - Processing (19/05/26-07:49)
Mr. Đạt - Result-P (19/05/26-07:50)
Mr. Đạt- Update (19/05/26-08:24)",,19/05/2026 07:47:00,3,05,2026
A8F1951E,2. Processing,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Fees,Juniors 2 End-of-course (24/5),,Add fees for 2 months (summer learning),24/05/2026,,,,,,Fees,"Mr. Đạt - Processing (19/05/26-07:52)
Mr. Đạt- Update (19/05/26-07:53)
Mr. Đạt- Update (19/05/26-08:15)",,19/05/2026 07:51:00,5,05,2026
45AFAE38,2. Processing,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Report,Juniors 2 & Juniors 4 End Course,,"send score, end course announcement and discounts",24/05/2026,,,,,,Report,"Mr. Đạt - Processing (19/05/26-07:55)
Mr. Đạt- Update (19/05/26-07:56)
Mr. Đạt - Result-P (19/05/26-08:09)",,19/05/2026 07:54:00,5,05,2026
F63B4076,3. Completed,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Operation,Consultants schedule,created schedule (June),Ms. Tran has sent schedule,24/05/2026,Consultants' schedule created,,,,,Operation,"Mr. Đạt - Processing (19/05/26-08:09)
Mr. Đạt- Update (19/05/26-08:10)
Mr. Đạt- Update (19/05/26-08:19)
Mr. Đạt - Completed (02/06/26-07:41)",,19/05/2026 08:09:00,5,05,2026
07B4F617,3. Completed,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Operation,summer camp preparation,"bought materials, sent annoucement to parents",,24/05/2026,,,,,,Operation,"Mr. Đạt - Processing (19/05/26-08:12)
Mr. Đạt - Result-P (19/05/26-08:14)
Mr. Đạt- Update (19/05/26-08:20)
Mr. Đạt - Completed (02/06/26-07:42)",,19/05/2026 08:10:00,5,05,2026
DFE390C4,3. Completed,Task,,PHƯƠNG KHANH - 0945498047,Operation,Chuẩn bị ngoại khóa: Checklist đồ đạc cần chuẩn bị,"Trò chơi vận động
-Thể lệ trò chơi
-Dụng cụ
+Kéo co: Waiting
+Mút bọt biển: Đạt
+Flashcard: 20 thẻ, 20 kẹp (có sẵn 10 kẹp), chén nhựa
-Headband 4 team: 3/4 
-Banner món ăn",,17/05/2026,,,,,,Operation,"
Ms. Khanh - Completed (19/05/26-09:05)",,15/05/2026 08:56:00,4,05,2026
5C1574CA,1. New,Task,,VÕ THỊ ANH ĐÀO - 0937229086,Teaching Quality,Lên lịch hv yếu cần ôn tập - giao Khanh,,,02/06/2026,,,,,,Teaching Quality,,,19/05/2026 09:31:00,1,05,2026
9B29C77F,1. New,Task,,VÕ THỊ ANH ĐÀO - 0937229086,Teaching Quality,"Cho kiểm tra xem lại kết quả KET - Teen 3HĐ và đăng ký thi KET, PET cho 3 lớp. Đợt thi tháng 7,8 nhưng phải đăng ký trong tháng 6",,,07/06/2026,,,,,,Teaching Quality,,,19/05/2026 09:32:00,2,05,2026
F1E9AB97,1. New,Task,,TRẦN KHÁNH DUYÊN - 0784275527,Teaching Quality,Đăng ký Duyên coaching story Spark,,,20/05/2026,,,,,,Teaching Quality,,,19/05/2026 09:34:00,4,05,2026
70F36541,1. New,Task,,TRẦN KHÁNH ĐOAN - 0901652907,Teaching Quality,Đăng ký coaching Story Spark,,,20/05/2026,,,,,,Teaching Quality,,,19/05/2026 09:35:00,4,05,2026
E0490583,1. New,Task,,VÕ THỊ ANH ĐÀO - 0937229086,Teaching Quality,"Grammar contest- đã có bài của Khanh hoàn chỉnh, Đạt và Đoan chưa hoàn thành, bài của Đào và Khôi phải sửa lại cho gọn",,,02/06/2026,,,,,,Teaching Quality,,,19/05/2026 09:37:00,1,05,2026
E5683EF1,1. New,Task,,PHƯƠNG KHANH - 0945498047,Class,"Class materials J4-J2
J4 -> J4+: STARTERS WORKSHEET + STARTERS 1-2
J2 -> J2+: KID 4 WORKSHEET",,,31/05/2026,,,,,,Class,,,19/05/2026 09:31:00,5,05,2026
6D169089,3. Completed,Report,,PHAN TRẦN KHÔI - 0922263337,,,,,,,,"Anh tích cực áp dụng các phương pháp dạy mới, theo dõi sát sao học viên hơn và kết nối tốt  với phụ huynh. Qua đó tình hình các lớp ổn định và sẽ tập trung cải thiện phương phâp giảng dạy tốt hơn.",Khả năng speaking  của các lớp teen còn hạn chế. Phát âm không tốt. Anh sẽ tổ chức các hoạt động tăng cường luyên nói tại nhà cho các bạn.,"1. Cải thiện ánh sáng trong lớp học mang lại hiệu ứng tích cực. 

2. Thay thế weekly email bằng app khá tiện lợi và tiết kiện thời gian

3. Các nhân sự phối hợp với nhau tốt và nhanh chóng hoàn thành các event của tháng như school trip và team building",2026 - 05 - 4,,,25/05/2026 11:30:00,4,05,2026
B4CE5B8F,1. New,Task,,TRẦN KHÁNH DUYÊN - 0784275527,Report,"Win:
Học sinh cải thiện kỹ năng reading và speaking
Hầu hết học sinh nhớ từ vựng và cấu trúc câu tốt
Học sinh tự tin hơn khi trả lời câu hỏi

Red Flag:
Một số học sinh còn mất tập trung trong lớp

Top 5 Things:
Học sinh tham gia hoạt động lớp tích cực
Học sinh hoàn thành homework đầy đủ
Luyện thêm nhiều bài listening
Kỹ năng writing cải thiện, ít sai hơn
Học sinh hiểu câu hỏi speaking tốt hơn",,,26/05/2026,,,,,,Report,,,25/05/2026 14:07:00,4,05,2026
67FE4E11,3. Completed,Report,,TRẦN KHÁNH DUYÊN - 0784275527,,,,,,,,"Học sinh cải thiện kỹ năng listening và speaking
Hầu hết học sinh nhớ từ vựng và cấu trúc câu tốt
Học sinh tự tin hơn khi trả lời câu hỏi",Một số học sinh còn mất tập trung trong lớp,"Học sinh tham gia hoạt động lớp tích cực
Học sinh hoàn thành homework đầy đủ
Luyện thêm nhiều bài listening
Kỹ năng writing cải thiện, ít sai hơn
Học sinh hiểu câu hỏi speaking tốt hơn",2026 - 05 - 4,,,25/05/2026 14:12:00,4,05,2026
7FDF2A73,3. Completed,Report,,NGUYỄN HUY ĐỨC DUY - 0772977462,,,,,,,,"Tuần vừa rồi lớp T7-CN đã có chuyển biến rất tích cực ở kỹ năng Writing Task 1. Thay vì chỉ giảng bài như trước, em dành trọn một buổi để các bạn tự thảo luận và sửa bài cho nhau dựa trên bài mẫu. Cách làm này hiệu quả bất ngờ khi band điểm Task 1 của cả lớp tăng trung bình 0.5 so với trước.","- Lớp T4-T6: Bạn Tracy hiện đang khá yếu so với mặt bằng chung. Nhiều khi Tracy không hiểu được câu hỏi, dẫn đến việc không phản xạ kịp và làm gián đoạn nhịp độ lớp học. Em sẽ để mắt đến bạn hơn
- Lớp T3-T5: Các bạn có năng lượng tốt nhưng vẫn còn tình trạng hơi ồn ào trong giờ học, đôi khi làm ảnh hưởng đến tiến độ bài.","1. Reading Proficiency (Lớp T7-CN): Lớp đã chính thức bước vào giai đoạn giải đề. Kết quả rất khả quan: các bạn yếu đạt 6.0 - 6.5, các bạn khá giỏi đã chạm mốc 7.0 Reading.
2. Speaking Topic ""Famous Person"" (Lớp T4-T6): Các bạn đã thực hành Part 2 với chủ đề về người nổi tiếng. Lớp cũng đã nạp thêm bộ từ vựng (adj & nouns) và các cấu trúc hay để miêu tả người một cách chuyên nghiệp.
3. Speaking Part 3 Expansion (Lớp T3-T5): Lớp đã xong Unit 7, tập trung chính vào cách tư duy và mở rộng câu trả lời cho Part 3 – kỹ năng khó nhất trong bài thi Speaking.
4. Peer-review Method (Lớp T7-CN): Việc áp dụng hình thức ""học nhóm sửa bài"" mang lại hiệu quả rất cao, giúp các bạn nhớ lâu hơn và tự tin hơn khi đối diện với các dạng biểu đồ động (Dynamic charts).
5. Support for Tracy (Lớp T4-T6): Em sẽ điều chỉnh cách đặt câu hỏi để Tracy dễ tiếp cận hơn, giúp bạn theo kịp nhịp độ nói của lớp.",2026 - 05 - 4,,,25/05/2026 15:16:00,4,05,2026
24178CF8,3. Completed,Report,,NGUYỄN THẢO NGỌC - 0354853660,,,,,,,,"Tuần gần đây Issac có sự tiến bộ nho nhỏ, bạn tập trung vào bài học hơn, một số câu hỏi bạn cũng chủ động phát biểu hơn trước.","Lớp Teen 2 khi dạy phần reading do tập trung vào từ vựng, luyện speaking và đọc bài nên trễ lesson plan. Phần bài tập còn lại có thể giải quyết nhanh ở tiết học sau.","1. TEEN3.WFE.HĐ: Tuần này, các bạn mang tâm thế muốn nghỉ hè nên lớp học chưa tập trung lắm.  
Đặc biệt mà Max và Simon cần phải nhắc nhở. Lớp cơ bàn hoàn thành bài học tuy nhiên cần thêm thời gian để luyện tập phần speaking về các cuộc hội thoại khi mua hàng. Donan có thái độ học tập tốt, tuy nhiên bạn bị thiếu các chủ để tự vựng cơ bản nhiều, giáo viên tiếp tục hỗ trợ bổ sung từ vựng trong quá trình dạy.
2. TEEN2.SSE.HĐ: Lớp học tốt, tiếp thu bài nhanh. Các bạn Sam, Alice, Nal, Tom luôn hăng hái giơ tay, Rosy, Nick, Issac hơi trầm, tuy nhiên Issac một số buổi gần đây có tiến bộ hơn trước khi làm bài tập đầy đủ và chịu theo dõi bài hơn, không để giáo viên phải nhắc nhở. Gần đây Nick và Rosy hơi lơ là, thiếu tập trung và thường xuyên không làm bài tập.
3.PET.SSM.HĐ: Lớp chỉ 3 bạn đi học, các bạn có điểm số khá tốt, phần speaking các bạn khá tự tin và có nhiều ý hơn để trình bày, phần Reading Nina đạt điểm số rất tốt 100%, Sakura giữ phong độ trên 80%, Lucky cũng khá tốt đạt 75% điểm số. Phần nghe vẫn có một số phần học sinh bị lừa chưa nghe ra được ý chính.",2026 - 05 - 2,,,25/05/2026 14:48:00,2,05,2026
6D07036F,3. Completed,Report,,LÊ PHẠM THANH NGÂN - 0906927914,,,,,,,,"Tuần này em đã chủ động hơn trong việc xử lý và theo dõi học phí của các lớp, giúp công việc ổn định và hạn chế bị dồn vào cuối ngày.

Ngoài ra, em cũng nhận được phản hồi tích cực từ phụ huynh trong quá trình hỗ trợ và chăm sóc học viên, giúp em có thêm động lực trong công việc.","Trong một số khung giờ cao điểm, lượng công việc cần xử lý cùng lúc khá nhiều nên đôi lúc tốc độ phản hồi chưa được nhanh như mong muốn.","Chủ động xử lý công việc sớm giúp giảm áp lực cuối ngày
Kiểm tra lại dữ liệu giúp hạn chế sai sót phát sinh
Giao tiếp tích cực giúp phụ huynh thoải mái và dễ hỗ trợ hơn
Sắp xếp công việc theo mức độ ưu tiên giúp làm việc hiệu quả hơn
Sự ổn định trong các công việc hằng ngày rất quan trọng",2026 - 05 - 4,,,25/05/2026 17:11:00,4,05,2026
41BEB47F,3. Completed,Report,,TRẦN KHÁNH ĐOAN - 0901652907,,,,,,,,Tuần này em tập trung kiểm tra cuối khoá các lớp Junior,,"1. Maintaining a good pace in kids' classes:
Em giữ được nhịp độ lớp kid tốt, đảm bảo các hoạt động diễn ra trôi chảy và học sinh theo kịp bài học.
2. Good test results: Kết quả kiếm tra của học sinh khá tốt, cho thấy các em hiếu và năm được nội dung bài học.
3. Students' improvement: Học sinh có sự tiến bộ rõ ràng trong quá trình học.
4. Better lesson preparation: Em chuấn bị bài kỹ hơn trước khi dạy để bài học hiệu quả và rõ ràng hơn.
5. Teaching Story Spark: Dạy cho lớp Junior 2.",2026 - 05 - 1,,,25/05/2026 19:28:00,1,05,2026
C8646005,3. Completed,Report,,VÕ THỊ ANH ĐÀO - 0937229086,,,,,,,,"1. Training KET: Đoan đã hoàn thành grammar contest khá tốt, Khôi ứng dụng AI vào các hoạt động giao bài, Ngọc, Duyên, Khanh đã hoàn thành gửi clip demo
2. Thay đổi lịch ngoại khoá, chuẩn bị dụng cụ tương đối. Số lượng hv đăng ký đạt 41 hv.
3. Thay đèn pha chiếu bảng hiệu NQ và HĐ
4. FB demo lớp mới NQ T7-CN
5. Ôn thi Flyer cho Linh Đan, giao loa cho 1 số hv ở HĐ","Đạt chưa hoàn thành cv theo deadline: grammar contest, quay clip, kiểm tra hoá đơn không đầy đủ. Cần phải kiểm tra và theo dõi","1. Ôn tuyển sinh và hoàn thành trong tuần
2. Chuẩn bị ngoại khoá- đồ ăn, các đạo cụ cần thiết, thuê loa
3. Giao việc cho sv thực tập
4. Xem các clip gv đã gửi và đánh giá lớp học
5. Giới thiệu khoá demo ở NQ. 
6. Chuẩn bị lương tháng 5",2026 - 05 - 4,,,25/05/2026 15:27:00,4,05,2026
